1,0,0,[0.99, 0.99, 0.99, 0.99]
1,0,1,[0.99, 0.99, 0.99, 0.99]
1,0,2,[0.99, 0.99, 0.99]
1,0,3,[1.0, 1.0, 1.0, 1.0]
1,0,4,[1.0, 0.99, 1.0, 0.99]
1,0,5,[0.99, 0.99, 0.99, 0.99]
1,0,6,[0.99, 0.99, 0.99, 0.99]
1,0,7,[0.99, 0.99, 0.99, 0.99]
1,0,8,[0.99, 1.0, 0.99]
1,0,9,[0.98, 0.99, 0.99, 0.99]
1,0,10,[0.99, 1.0, 1.0, 1.0]
1,1,0,[0.99, 0.99, 0.99, 0.99]
1,1,1,[0.99, 0.99, 0.99, 0.98]
1,1,2,[0.97, 0.98, 0.98, 0.99]
1,1,3,[1.0, 1.0, 1.0, 1.0]
1,1,4,[0.97, 0.97, 0.97, 0.97]
1,1,5,[0.99, 0.97, 0.97, 0.96]
1,1,6,[1.0, 1.0, 1.0, 1.0]
1,1,7,[0.89, 0.92, 0.92, 0.93]
1,1,8,[0.99, 1.0, 1.0, 1.0]
1,1,9,[0.92, 0.94, 0.95, 0.95]
1,1,10,[0.95, 0.96, 0.97, 0.98]
1,2,0,[0.97, 0.98, 0.98, 0.98]
1,2,1,[0.98, 0.99, 0.99, 0.99]
1,2,2,[0.96, 0.97, 0.97, 0.97]
1,2,3,[0.97, 0.98, 0.98, 0.98]
1,2,4,[0.93, 0.92, 0.92, 0.93]
1,2,5,[0.93, 0.95, 0.95, 0.94]
1,2,6,[0.92, 0.95, 0.96, 0.96]
1,2,7,[0.96, 0.9, 0.9, 0.9]
1,2,8,[1.0, 1.0, 1.0, 1.0]
1,2,9,[0.98, 0.98, 0.96, 0.95]
1,2,10,[0.91, 0.94, 0.95, 0.95]
1,3,0,[0.99, 0.99, 0.99, 0.99]
1,3,1,[0.99, 0.99, 0.99, 0.99]
1,3,2,[0.92, 0.93, 0.94, 0.95]
1,3,3,[0.95, 0.94, 0.94]
1,3,4,[0.85, 0.88, 0.91]
1,3,5,[0.99, 0.99, 0.97]
1,3,6,[0.98, 0.97, 0.96, 0.95]
1,3,7,[0.99, 0.96, 0.94, 0.93]
1,3,8,[0.99, 0.94, 0.94, 0.94]
1,3,9,[0.98, 0.99, 0.98, 0.97]
1,3,10,[1.0, 1.0, 1.0, 1.0]
1,4,0,[0.97, 0.98, 0.98, 0.98]
1,4,1,[0.95, 0.94, 0.95, 0.95]
1,4,2,[0.97, 0.96, 0.96, 0.96]
1,4,3,[0.89, 0.9, 0.91, 0.91]
1,4,4,[0.99, 0.99, 0.98, 0.97]
1,4,5,[0.89, 0.92, 0.93, 0.94]
1,4,6,[0.98, 0.97, 0.97, 0.97]
1,4,7,[0.86, 0.86, 0.88, 0.9]
1,4,8,[0.7, 0.76, 0.79, 0.81]
1,4,9,[0.99, 0.94, 0.92, 0.91]
1,4,10,[1.0, 1.0, 1.0, 1.0]
1,5,0,[0.96, 0.96, 0.96, 0.96]
1,5,1,[0.94, 0.96, 0.97, 0.97]
1,5,2,[0.99, 0.96, 0.94, 0.93]
1,5,3,[0.89, 0.92, 0.92, 0.92]
1,5,4,[0.86, 0.9, 0.92]
1,5,5,[0.87, 0.91, 0.93, 0.95]
1,5,6,[0.93, 0.95, 0.96, 0.95]
1,5,7,[0.84, 0.89, 0.92, 0.93]
1,5,8,[1.0, 0.95, 0.95]
1,5,9,[0.99, 0.99, 0.99, 0.99]
1,5,10,[1.0, 1.0, 1.0, 1.0]
1,6,0,[0.91, 0.89, 0.89]
1,6,1,[0.89, 0.9, 0.91, 0.92]
1,6,2,[0.93, 0.9, 0.9, 0.91]
1,6,3,[0.85, 0.89, 0.89, 0.89]
1,6,4,[0.93, 0.91, 0.91, 0.92]
1,6,5,[0.99, 0.98, 0.96, 0.94]
1,6,6,[1.0, 0.92, 0.92]
1,6,7,[0.78, 0.85, 0.87, 0.89]
1,6,8,[1.0, 1.0, 1.0, 1.0]
1,6,9,[1.0, 0.99, 0.99, 0.98]
1,6,10,[0.95, 0.96, 0.96]
1,7,0,[0.98, 0.98, 0.97, 0.97]
1,7,1,[0.9, 0.93, 0.94, 0.93]
1,7,2,[0.99, 0.99, 0.98, 0.96]
1,7,3,[0.99, 0.99, 0.99, 1.0]
1,7,4,[0.79, 0.78, 0.79, 0.79]
1,7,5,[0.99, 0.99, 0.97, 0.97]
1,7,6,[0.79, 0.86, 0.89, 0.91]
1,7,7,[0.98, 0.98, 0.98, 0.98]
1,7,8,[0.95, 0.96, 0.96, 0.97]
1,7,9,[0.96, 0.96, 0.96, 0.96]
1,7,10,[0.94, 0.91, 0.89, 0.88]
1,8,0,[0.93, 0.93, 0.95, 0.95]
1,8,1,[0.97, 0.94, 0.94, 0.94]
1,8,2,[0.87, 0.85, 0.85, 0.86]
1,8,3,[0.88, 0.88, 0.9, 0.91]
1,8,4,[0.93, 0.95, 0.96, 0.97]
1,8,5,[0.99, 0.99, 0.99, 0.98]
1,8,6,[0.99, 0.99, 0.99, 0.99]
1,8,7,[0.91, 0.92, 0.93, 0.93]
1,8,8,[0.98, 0.97, 0.97]
1,8,9,[0.95, 0.95, 0.95, 0.95]
1,8,10,[0.85, 0.88, 0.87, 0.87]
1,9,0,[0.96, 0.97, 0.97]
1,9,1,[0.99, 0.99, 1.0]
1,9,2,[0.99, 0.99, 0.99]
1,9,3,[0.99, 0.99, 0.98, 0.98]
1,9,4,[0.99, 0.99, 0.99, 0.99]
1,9,5,[0.98, 0.98, 0.98, 0.97]
1,9,6,[0.95, 0.95, 0.94, 0.94]
1,9,7,[0.89, 0.89, 0.89, 0.89]
1,9,8,[0.89, 0.9, 0.9, 0.89]
1,9,9,[0.88, 0.87, 0.87, 0.87]
1,9,10,[0.82, 0.81, 0.83, 0.82]
1,10,0,[0.95, 0.96, 0.97, 0.97]
1,10,1,[0.93, 0.95, 0.96, 0.96]
1,10,2,[0.9, 0.88, 0.87, 0.88]
1,10,3,[0.75, 0.82, 0.86, 0.89]
1,10,4,[0.98, 0.98, 0.98, 0.98]
1,10,5,[0.97, 0.98, 0.98, 0.98]
1,10,6,[0.82, 0.83, 0.84, 0.85]
1,10,7,[0.79, 0.81, 0.82, 0.83]
1,10,8,[0.84, 0.83, 0.83, 0.82]
1,10,9,[0.7, 0.71, 0.74, 0.75]
1,10,10,[0.7, 0.68, 0.68, 0.69]
2,0,0,[0.98, 0.99, 0.99]
2,0,1,[0.99, 0.99, 0.99]
2,0,2,[0.96, 0.96, 0.96, 0.97]
2,0,3,[0.99, 0.99, 0.99, 0.99]
2,0,4,[0.97, 0.97, 0.97, 0.98]
2,0,5,[0.96, 0.97, 0.97, 0.97]
2,0,6,[1.0, 0.99, 0.99, 0.99]
2,0,7,[0.99, 0.99, 0.99, 0.98]
2,0,8,[0.98, 0.98, 0.99, 0.99]
2,0,9,[0.99, 1.0, 0.99]
2,0,10,[0.99, 1.0, 0.99, 0.99]
2,1,0,[0.93, 0.95, 0.95, 0.96]
2,1,1,[0.93, 0.94, 0.93, 0.93]
2,1,2,[0.94, 0.95, 0.95, 0.96]
2,1,3,[0.95, 0.96, 0.96, 0.96]
2,1,4,[0.86, 0.89, 0.89, 0.91]
2,1,5,[0.82, 0.86, 0.87]
2,1,6,[0.94, 0.94, 0.93, 0.93]
2,1,7,[0.86, 0.87, 0.89, 0.89]
2,1,8,[0.92, 0.88, 0.89, 0.89]
2,1,9,[0.99, 0.9, 0.89, 0.89]
2,1,10,[0.99, 0.94, 0.91, 0.89]
2,2,0,[0.97, 0.97, 0.96, 0.96]
2,2,1,[0.88, 0.91, 0.92]
2,2,2,[0.99, 0.99, 0.97, 0.97]
2,2,3,[0.95, 0.97, 0.96, 0.94]
2,2,4,[0.92, 0.86, 0.85, 0.85]
2,2,5,[0.84, 0.89, 0.9]
2,2,6,[0.99, 0.94, 0.91, 0.89]
2,2,7,[0.99, 0.93, 0.9, 0.89]
2,2,8,[1.0, 0.96, 0.96, 0.96]
2,2,9,[1.0, 0.96, 0.96, 0.96]
2,2,10,[0.99, 0.99, 0.96, 0.94]
2,3,0,[0.96, 0.98, 0.98, 0.98]
2,3,1,[0.84, 0.85, 0.88, 0.88]
2,3,2,[0.93, 0.92, 0.9, 0.89]
2,3,3,[0.86, 0.9, 0.91, 0.91]
2,3,4,[0.81, 0.87, 0.9, 0.9]
2,3,5,[0.83, 0.85, 0.85, 0.85]
2,3,6,[1.0, 0.96, 0.95, 0.93]
2,3,7,[0.99, 0.89, 0.87, 0.88]
2,3,8,[0.99, 0.99, 0.99, 0.99]
2,3,9,[0.97, 0.97, 0.97, 0.97]
2,3,10,[0.97, 0.97, 0.97, 0.96]
2,4,0,[0.89, 0.9, 0.9, 0.91]
2,4,1,[0.99, 0.95, 0.95, 0.95]
2,4,2,[0.96, 0.91, 0.9, 0.91]
2,4,3,[0.95, 0.96, 0.97, 0.98]
2,4,4,[1.0, 1.0, 1.0, 1.0]
2,4,5,[0.9, 0.91, 0.9, 0.91]
2,4,6,[1.0, 0.99, 0.99, 0.98]
2,4,7,[0.9, 0.93, 0.91, 0.91]
2,4,8,[0.94, 0.94, 0.94]
2,4,9,[0.77, 0.82, 0.84]
2,4,10,[0.91, 0.92, 0.92, 0.91]
2,5,0,[0.96, 0.93, 0.91, 0.9]
2,5,1,[0.99, 0.97, 0.97, 0.96]
2,5,2,[0.87, 0.87, 0.89, 0.9]
2,5,3,[0.86, 0.9, 0.93, 0.91]
2,5,4,[0.99, 0.99, 0.99, 0.99]
2,5,5,[0.95, 0.96, 0.97, 0.97]
2,5,6,[0.97, 0.96, 0.95, 0.95]
2,5,7,[0.92, 0.88, 0.89, 0.89]
2,5,8,[0.88, 0.86, 0.85, 0.85]
2,5,9,[0.8, 0.78, 0.76, 0.76]
2,5,10,[0.68, 0.71, 0.73, 0.73]
2,6,0,[1.0, 0.97, 0.97, 0.97]
2,6,1,[1.0, 1.0, 1.0, 0.98]
2,6,2,[0.99, 0.96, 0.92]
2,6,3,[0.98, 0.98, 0.99, 0.99]
2,6,4,[0.64, 0.74, 0.79, 0.82]
2,6,5,[0.95, 0.95, 0.93, 0.92]
2,6,6,[0.84, 0.86, 0.86, 0.86]
2,6,7,[0.76, 0.73, 0.72, 0.71]
2,6,8,[0.76, 0.71, 0.68, 0.67]
2,6,9,[0.76, 0.75, 0.75, 0.74]
2,6,10,[0.65, 0.66, 0.67, 0.67]
2,7,0,[0.94, 0.91, 0.89]
2,7,1,[0.93, 0.95, 0.94, 0.93]
2,7,2,[0.97, 0.98, 0.98, 0.98]
2,7,3,[0.99, 0.99, 0.99, 0.98]
2,7,4,[0.92, 0.92, 0.92, 0.91]
2,7,5,[0.91, 0.86, 0.84, 0.84]
2,7,6,[0.8, 0.78, 0.78, 0.79]
2,7,7,[0.71, 0.74, 0.75, 0.76]
2,7,8,[0.7, 0.68, 0.68, 0.68]
2,7,9,[0.54, 0.55, 0.57, 0.58]
2,7,10,[0.59, 0.57, 0.58, 0.58]
2,8,0,[0.95, 0.95, 0.95, 0.95]
2,8,1,[0.86, 0.91, 0.93, 0.93]
2,8,2,[0.99, 0.99, 0.99, 0.99]
2,8,3,[0.97, 0.96, 0.95, 0.94]
2,8,4,[0.92, 0.91, 0.89, 0.88]
2,8,5,[0.73, 0.74, 0.74, 0.75]
2,8,6,[0.61, 0.64, 0.65, 0.66]
2,8,7,[0.65, 0.66, 0.67, 0.68]
2,8,8,[0.56, 0.58, 0.6, 0.61]
2,8,9,[0.55, 0.54, 0.54, 0.54]
2,8,10,[0.53, 0.53, 0.52, 0.51]
2,9,0,[0.99, 0.98, 0.98, 0.97]
2,9,1,[0.76, 0.84, 0.88, 0.9]
2,9,2,[0.93, 0.94, 0.93, 0.94]
2,9,3,[0.87, 0.88, 0.88, 0.89]
2,9,4,[0.82, 0.8, 0.78, 0.77]
2,9,5,[0.8, 0.78, 0.77, 0.76]
2,9,6,[0.62, 0.64, 0.64, 0.64]
2,9,7,[0.54, 0.52, 0.51, 0.51]
2,9,8,[0.55, 0.52, 0.52]
2,9,9,[0.47, 0.48, 0.47, 0.48]
2,9,10,[0.43, 0.44, 0.46, 0.46]
2,10,0,[0.86, 0.87, 0.89, 0.91]
2,10,1,[0.88, 0.91, 0.93, 0.93]
2,10,2,[0.95, 0.94, 0.94, 0.94]
2,10,3,[0.86, 0.82, 0.81, 0.81]
2,10,4,[0.74, 0.71, 0.7, 0.69]
2,10,5,[0.61, 0.61, 0.62, 0.61]
2,10,6,[0.53, 0.53, 0.54]
2,10,7,[0.56, 0.56, 0.56, 0.55]
2,10,8,[0.4, 0.43, 0.44, 0.45]
2,10,9,[0.42, 0.42, 0.43, 0.43]
2,10,10,[0.44, 0.44, 0.44, 0.43]
3,0,0,[0.95, 0.96, 0.96, 0.97]
3,0,1,[0.96, 0.96, 0.96, 0.97]
3,0,2,[0.94, 0.96, 0.96]
3,0,3,[0.97, 0.96, 0.96, 0.96]
3,0,4,[0.98, 0.97, 0.97, 0.97]
3,0,5,[0.95, 0.96, 0.97, 0.97]
3,0,6,[0.92, 0.93, 0.93, 0.94]
3,0,7,[0.97, 0.96, 0.96]
3,0,8,[0.98, 0.98, 0.98, 0.98]
3,0,9,[0.97, 0.97, 0.97, 0.97]
3,0,10,[1.0, 0.99, 0.99, 0.99]
3,1,0,[0.91, 0.91, 0.92, 0.93]
3,1,1,[0.96, 0.97, 0.97, 0.97]
3,1,2,[0.85, 0.89, 0.86, 0.86]
3,1,3,[1.0, 0.97, 0.95, 0.95]
3,1,4,[0.85, 0.85, 0.84, 0.83]
3,1,5,[0.95, 0.95, 0.96, 0.96]
3,1,6,[1.0, 0.97, 0.95, 0.94]
3,1,7,[1.0, 0.94, 0.89, 0.89]
3,1,8,[0.82, 0.85, 0.86, 0.87]
3,1,9,[0.78, 0.77, 0.75, 0.75]
3,1,10,[0.93, 0.89, 0.86, 0.84]
3,2,0,[0.96, 0.95, 0.94, 0.94]
3,2,1,[0.91, 0.91, 0.91, 0.91]
3,2,2,[0.87, 0.86, 0.85, 0.85]
3,2,3,[0.94, 0.91, 0.92, 0.93]
3,2,4,[0.77, 0.76, 0.78, 0.78]
3,2,5,[0.86, 0.79, 0.81]
3,2,6,[0.99, 0.99, 0.97, 0.97]
3,2,7,[0.95, 0.93, 0.94, 0.93]
3,2,8,[0.98, 0.98, 0.98, 0.99]
3,2,9,[0.99, 0.97, 0.97, 0.97]
3,2,10,[0.97, 0.97, 0.97, 0.97]
3,3,0,[0.96, 0.95, 0.95, 0.95]
3,3,1,[0.81, 0.83, 0.86, 0.87]
3,3,2,[0.89, 0.84, 0.84, 0.83]
3,3,3,[0.86, 0.91, 0.93, 0.94]
3,3,4,[0.99, 1.0, 1.0, 0.99]
3,3,5,[0.98, 0.98, 0.98, 0.97]
3,3,6,[0.97, 0.97, 0.97, 0.96]
3,3,7,[0.87, 0.88, 0.89, 0.9]
3,3,8,[0.86, 0.85, 0.86, 0.86]
3,3,9,[0.88, 0.87, 0.86, 0.86]
3,3,10,[0.74, 0.74, 0.72, 0.72]
3,4,0,[0.93, 0.94, 0.95]
3,4,1,[1.0, 1.0, 1.0, 0.99]
3,4,2,[1.0, 1.0, 0.97, 0.94]
3,4,3,[1.0, 1.0, 1.0, 0.98]
3,4,4,[0.81, 0.87, 0.9, 0.91]
3,4,5,[0.93, 0.92, 0.91, 0.91]
3,4,6,[0.88, 0.87, 0.86, 0.86]
3,4,7,[0.84, 0.82, 0.81, 0.8]
3,4,8,[0.71, 0.72, 0.73, 0.73]
3,4,9,[0.65, 0.66, 0.67, 0.67]
3,4,10,[0.6, 0.61, 0.61, 0.61]
3,5,0,[0.99, 0.99, 0.99, 0.97]
3,5,1,[0.76, 0.84, 0.88, 0.89]
3,5,2,[0.96, 0.97, 0.97, 0.98]
3,5,3,[0.9, 0.92, 0.92, 0.92]
3,5,4,[0.89, 0.85, 0.85, 0.85]
3,5,5,[0.79, 0.78, 0.78, 0.78]
3,5,6,[0.71, 0.7, 0.71, 0.71]
3,5,7,[0.71, 0.69, 0.69, 0.68]
3,5,8,[0.69, 0.66, 0.66, 0.65]
3,5,9,[0.52, 0.52, 0.53, 0.54]
3,5,10,[0.49, 0.5, 0.51, 0.5]
3,6,0,[0.99, 0.93, 0.91, 0.91]
3,6,1,[0.8, 0.86, 0.89, 0.91]
3,6,2,[0.97, 0.96, 0.95, 0.95]
3,6,3,[0.9, 0.91, 0.91, 0.91]
3,6,4,[0.85, 0.83, 0.83, 0.82]
3,6,5,[0.73, 0.72, 0.72, 0.71]
3,6,6,[0.69, 0.68, 0.67, 0.65]
3,6,7,[0.58, 0.6, 0.61, 0.6]
3,6,8,[0.51, 0.53, 0.54, 0.53]
3,6,9,[0.49, 0.49, 0.49, 0.49]
3,6,10,[0.48, 0.47, 0.47, 0.47]
3,7,0,[0.93, 0.95, 0.96, 0.97]
3,7,1,[0.99, 0.99, 0.99, 0.99]
3,7,2,[0.93, 0.93, 0.93, 0.93]
3,7,3,[0.82, 0.84, 0.83, 0.83]
3,7,4,[0.71, 0.7, 0.69, 0.69]
3,7,5,[0.55, 0.54, 0.54, 0.55]
3,7,6,[0.57, 0.58, 0.57, 0.56]
3,7,7,[0.54, 0.54, 0.54, 0.53]
3,7,8,[0.42, 0.44, 0.45, 0.46]
3,7,9,[0.41, 0.41, 0.42, 0.42]
3,7,10,[0.38, 0.39, 0.39, 0.39]
3,8,0,[0.9, 0.93, 0.91, 0.91]
3,8,1,[0.99, 0.99, 0.98, 0.98]
3,8,2,[0.92, 0.89, 0.88, 0.86]
3,8,3,[0.69, 0.71, 0.73, 0.74]
3,8,4,[0.62, 0.61, 0.61, 0.61]
3,8,5,[0.52, 0.52, 0.53, 0.53]
3,8,6,[0.5, 0.51, 0.5, 0.5]
3,8,7,[0.44, 0.44, 0.45, 0.45]
3,8,8,[0.45, 0.43, 0.42, 0.41]
3,8,9,[0.39, 0.38, 0.38, 0.38]
3,8,10,[0.35, 0.35, 0.34, 0.35]
3,9,0,[0.76, 0.83, 0.87]
3,9,1,[0.97, 0.97, 0.96]
3,9,2,[0.79, 0.81, 0.81, 0.8]
3,9,3,[0.64, 0.62, 0.63, 0.64]
3,9,4,[0.59, 0.58, 0.57, 0.57]
3,9,5,[0.57, 0.56, 0.55, 0.54]
3,9,6,[0.44, 0.43, 0.44]
3,9,7,[0.4, 0.39, 0.38, 0.37]
3,9,8,[0.39, 0.39, 0.38, 0.38]
3,9,9,[0.34, 0.32, 0.32, 0.32]
3,9,10,[0.33, 0.32, 0.32, 0.32]
3,10,0,[0.83, 0.83, 0.85, 0.86]
3,10,1,[0.91, 0.89, 0.89, 0.89]
3,10,2,[0.78, 0.78, 0.78, 0.78]
3,10,3,[0.61, 0.61, 0.6, 0.6]
3,10,4,[0.53, 0.51, 0.5]
3,10,5,[0.44, 0.46, 0.46, 0.45]
3,10,6,[0.32, 0.34, 0.36, 0.36]
3,10,7,[0.31, 0.32, 0.32, 0.32]
3,10,8,[0.28, 0.28, 0.29]
3,10,9,[0.29, 0.28, 0.29, 0.29]
3,10,10,[0.22, 0.22, 0.22]
3,0,0,[0.99, 0.99, 1.0, 1.0]
3,0,1,[0.99, 0.99, 0.99, 0.99]
3,0,2,[0.98, 0.98, 0.99, 0.99]
3,0,3,[0.98, 0.99, 0.99, 0.99]
3,0,4,[0.97, 0.98, 0.98, 0.99]
3,0,5,[0.99, 0.99, 0.99, 0.99]
3,0,6,[0.99, 1.0, 1.0, 1.0]
3,0,7,[0.99, 0.99, 0.99, 0.99]
3,0,8,[0.99, 0.99, 0.99, 0.99]
3,0,9,[0.99, 0.99, 0.99, 0.99]
3,0,10,[0.99, 0.99, 0.99, 0.99]
3,1,0,[1.0, 1.0, 0.99, 0.99]
3,1,1,[0.99, 0.99, 0.99, 0.99]
3,1,2,[0.99, 0.97, 0.97, 0.97]
3,1,3,[0.97, 0.98, 0.98, 0.98]
3,1,4,[0.99, 0.99, 0.99, 0.98]
3,1,5,[1.0, 1.0, 0.98, 0.98]
3,1,6,[0.96, 0.98, 0.97, 0.97]
3,1,7,[0.94, 0.93, 0.94, 0.95]
3,1,8,[0.99, 0.99, 0.98, 0.98]
3,1,9,[0.99, 0.98, 0.96, 0.96]
3,1,10,[0.93, 0.92, 0.93, 0.94]
3,2,0,[0.98, 0.97, 0.97, 0.97]
3,2,1,[0.99, 0.99, 0.99, 0.99]
3,2,2,[0.93, 0.93, 0.93, 0.94]
3,2,3,[0.96, 0.94, 0.93, 0.94]
3,2,4,[0.99, 0.99, 0.99, 0.98]
3,2,5,[0.96, 0.91, 0.92, 0.92]
3,2,6,[0.97, 0.98, 0.98, 0.98]
3,2,7,[0.94, 0.96, 0.97, 0.97]
3,2,8,[0.93, 0.96, 0.97, 0.96]
3,2,9,[0.88, 0.91, 0.92, 0.93]
3,2,10,[0.89, 0.93, 0.94, 0.94]
3,3,0,[0.99, 0.99, 0.99, 0.99]
3,3,1,[0.99, 0.99, 0.99, 0.98]
3,3,2,[0.93, 0.94, 0.94, 0.95]
3,3,3,[0.93, 0.92, 0.93]
3,3,4,[0.94, 0.95, 0.95]
3,3,5,[0.98, 0.99, 0.99]
3,3,6,[0.89, 0.89, 0.91, 0.92]
3,3,7,[0.99, 0.99, 0.97, 0.95]
3,3,8,[0.98, 0.99, 0.99, 0.99]
3,3,9,[0.99, 0.99, 0.99, 0.99]
3,3,10,[0.8, 0.82, 0.86, 0.88]
3,4,0,[0.92, 0.94, 0.94, 0.95]
3,4,1,[0.94, 0.93, 0.94, 0.94]
3,4,2,[0.99, 0.99, 0.99, 0.99]
3,4,3,[0.92, 0.91, 0.92, 0.9]
3,4,4,[0.99, 0.96, 0.95, 0.94]
3,4,5,[0.93, 0.95, 0.94, 0.95]
3,4,6,[0.99, 0.99, 0.99, 0.98]
3,4,7,[0.9, 0.93, 0.95]
3,4,8,[0.99, 0.99, 1.0, 0.98]
3,4,9,[1.0, 0.98, 0.98]
3,4,10,[0.99, 0.95, 0.95, 0.95]
3,5,0,[0.98, 0.96, 0.96, 0.96]
3,5,1,[0.99, 0.99, 0.99]
3,5,2,[0.91, 0.94, 0.95, 0.95]
3,5,3,[0.99, 0.99, 0.97, 0.96]
3,5,4,[0.9, 0.87, 0.89, 0.9]
3,5,5,[0.99, 0.96, 0.96, 0.97]
3,5,6,[0.99, 0.99, 0.99, 1.0]
3,5,7,[0.99, 0.99, 0.99, 0.99]
3,5,8,[0.82, 0.87, 0.9, 0.92]
3,5,9,[0.98, 0.98, 0.99, 0.99]
3,5,10,[0.98, 0.99, 0.99, 0.99]
3,6,0,[0.94, 0.96, 0.97, 0.97]
3,6,1,[0.98, 0.97, 0.96, 0.96]
3,6,2,[0.93, 0.95, 0.96, 0.96]
3,6,3,[1.0, 0.95, 0.94, 0.94]
3,6,4,[0.79, 0.85, 0.89, 0.9]
3,6,5,[0.99, 0.99, 0.99, 1.0]
3,6,6,[0.99, 0.99, 0.99, 0.99]
3,6,7,[0.99, 0.99, 0.99, 0.99]
3,6,8,[0.98, 0.99, 0.99, 0.99]
3,6,9,[0.99, 0.98, 0.98]
3,6,10,[0.97, 0.97, 0.97, 0.97]
3,7,0,[0.95, 0.96, 0.97, 0.97]
3,7,1,[0.82, 0.88, 0.91, 0.92]
3,7,2,[0.81, 0.87, 0.89, 0.9]
